PDB_ID
1BI0
1BI1
1BI3
1BOH
1BOI
1DP2
1E0C
1E2U
1E9V
1EUD
1FTC
1FWZ
1GMX
1GN9
1H31
1H32
1H33
1KMJ
1MD2
1OKG
1RHD
1RHS
1UAR
1URH
1W9M
1XLU
1XLV
1XLW
2BAL
2BAQ
2C1D
2CB2
2J4C
2OZ1
2QCD
2QCE
2QCF
2QCM
2V2K
2VS1
2WSL
2XTZ
2YAV
2YAW
2YAX
2YDJ
3GZD
3HYV
3HYW
3HYX
3I8V
3IIX
3IPO
3NA5
3OA8
3T31
3VRD
3WCP
3ZE6
3ZE9
4A07
4AA5
4ATN
4AUK
4B17
4B1J
4CS6
4JGT
4Q75
4RNA
4UEQ
4UPV
4UQL
4UQP
4V2K
4WH0
4WQ8
4WQA
4WQB
4WQD
4WQE
5B7U
5B87
5B89
5CAE
5DB5
5FT5
5FT8
5G3S
5G3U
5G4A
5HBO
5HBP
5HPA
5I0S
5I0T
5I0U
5J8Q
5LUH
5N1T
5OJY
5OW1
5VE3
5WQJ
5WQK
5WT6
5XT6
5ZSK
5ZSO
5ZST
6A6E
6A6G
6FCF
6H99
6JZW
6K6R
6KFZ
6KTV
6KU1
6KVW
6KVY
6KVZ
6MO6
6MP5
6MR2
6MR6
6MRE
6MRH
6MRI
6O8N
6OI5
6OI6
6QJC
6QKA
6QKM
6QMV
6QPA
6TJS
6TNL
6UY5
6V6H
6WH6
6WUG
6XXH
6XXI
6XXJ
6XXK
6XXL
6XXM
6YVK
6YVL
6YVM
6YVN
6YVO
6YWT
6YWU
6ZWY
6ZX0
6ZX1
7A6S
7A6T
7AM9
7ASQ
7B7Q
7DE4
7E0L
7MST
7OBO
7OQF
7OQI
7OQK
7OQM
7OQN
7OTU
7OUZ
7OV0
7Q1H
7Q5N
7RW3
7TLM
7WSX
7X9W
8A0E
8A0F
8A0G
8AI6
8CNS
8DHK
