PDB_ID
1APM
1ATP
1BKX
1BX6
1CDK
1CM8
1CMK
1CTP
1E9H
1FMO
1FOT
1FQ1
1G6G
1GXC
1GY3
1H1P
1H1Q
1H1R
1H1S
1H24
1H25
1H26
1H27
1H28
1I8G
1I8H
1IB1
1J3H
1J4L
1J4P
1J4Q
1J4X
1JBP
1JLU
1JST
1JSU
1K2N
1K3N
1K3Q
1L3R
1NEX
1NZS
1O6K
1O6L
1O9D
1O9F
1OGU
1OI9
1OIU
1OIY
1OL5
1OL7
1P5E
1PKD
1Q24
1Q4K
1Q61
1Q62
1Q8T
1Q8U
1Q8W
1QMZ
1RDQ
1RE8
1REJ
1REK
1SMH
1STC
1SVE
1SVG
1SVH
1SYK
1SZM
1TH1
1U9I
1UA2
1UMW
1V50
1V54
1V55
1VEB
1VQX
1W98
1XH4
1XH5
1XH6
1XH7
1XH8
1XH9
1XHA
1XJD
1YDR
1YDS
1YDT
1YJM
1YRP
1ZRZ
2A0T
2A19
2A1A
2AFF
2AST
2B2T
2BFX
2BFY
2C1A
2C1B
2C6T
2CCH
2CCI
2CJM
2CPK
2DYR
2DYS
2EIJ
2EIK
2EIL
2EIM
2EIN
2ERK
2ERZ
2FF4
2G9X
2GA3
2GBL
2GFC
2GNF
2GNG
2GNH
2GNI
2GNJ
2GNL
2GU8
2I0E
2IW6
2IW8
2IW9
2J90
2JDO
2JDR
2JDS
2JDT
2JDV
2JFL
2JFM
2JGZ
2JOC
2JQI
2JQL
2K7L
2KB3
2KFU
2KMD
2LAX
2LB2
2LB3
2MG5
2MMK
2MML
2MX4
2NRU
2NRY
2O8Y
2OIB
2OIC
2OID
2OVQ
2OVR
2PIE
2Q5A
2Q8Y
2QCS
2QKW
2QUR
2QVS
2RLT
2RUK
2UV2
2UVX
2UVY
2UVZ
2UW0
2UW3
2UW4
2UW5
2UW6
2UW7
2UW8
2UW9
2UZB
2UZD
2UZE
2UZL
2V7D
2VAG
2VGO
2VGP
2VNW
2VNY
2VO0
2VO3
2VO6
2VO7
2VRX
2W1C
2W1G
2W3O
2W8D
2WMA
2WMB
2WTV
2X39
2XH5
2XIK
2Y69
2Z8P
2ZXW
3A62
3A7F
3A7G
3A7H
3A7I
3A7J
3A8W
3A8X
3ABK
3ABL
3ABM
3AG1
3AG2
3AG3
3AG4
3AG9
3AGL
3AGM
3AL3
3ALO
3AMA
3AMB
3AMT
3AMU
3ASN
3ASO
3BHT
3BHU
3BHV
3BLH
3BLQ
3BLR
3BWJ
3BZI
3C4W
3C5L
3CKX
3COM
3CQU
3CQW
3D0E
3D5W
3DDP
3DDQ
3DND
3DNE
3DOG
3DPC
3DVL
3E5A
3E6Y
3E87
3E88
3E8C
3E8D
3E8E
3F69
3FBV
3FHI
3FJQ
3FVH
3FXZ
3FY0
3H9F
3HA6
3HGK
3HIK
3HUF
3IDB
3IDC
3IW4
3K09
3K0A
3K0C
3K0E
3K2L
3KK8
3KK9
3KKV
3L9L
3L9M
3L9N
3LJ0
3LJ1
3LJ2
3LQ5
3LW1
3M8W
3M8Y
3M8Z
3MI9
3MIA
3MV5
3MVH
3MVJ
3MY1
3MY5
3NX8
3O7L
3OB1
3OCB
3OJY
3OOG
3OT9
3OUN
3OVV
3OW3
3OW4
3OWP
3OXT
3P0M
3P2Z
3P34
3P36
3P37
3PFQ
3POA
3POO
3PPZ
3PVB
3PY3
3Q52
3Q53
3QAL
3QAM
3QD2
3QHR
3QHW
3QKK
3QKL
3QKM
3RQ7
3SDJ
3SDM
3TL8
3TN8
3TNH
3TNI
3TNP
3TNQ
3TNW
3TWZ
3TXO
3U02
3UEC
3UED
3UEO
3UIG
3UIM
3ULZ
3UNN
3UO0
3UOT
3VA4
3VQH
3WE4
3WF5
3WF6
3WF7
3WF8
3WF9
3WG7
3X2Q
3X2U
3X2V
3X2W
3ZH8
3ZO1
3ZO2
3ZO3
3ZO4
3ZTX
3ZUV
4A0J
4A0N
4AE6
4AE9
4AXA
4B8M
4BCF
4BCG
4BCH
4BCI
4BCJ
4BCK
4BCM
4BCN
4BCO
4BCP
4BCQ
4BL0
4BN1
