PDB_ID
1AD7
1AG7
1AWY
1CFI
1DAN
1FAK
1IOD
1J34
1J35
1LQV
1MGX
1MTQ
1NL0
1NL1
1NL2
1ONT
1ONU
1P0S
1PFX
1Q3M
1Q8H
1TGG
1VZM
1W0Y
1W2K
1WCT
1WHE
1WHF
1WQV
1WSS
1WTG
1WUN
1WV7
1Z6J
2A2Q
2AEI
2AER
2B8O
2C4F
2DPQ
2DPR
2EC9
2FIR
2M7R
2MYZ
2MZK
2MZL
2MZM
2O6N
2PF1
2PF2
2SPT
2ZP0
2ZWL
2ZZU
3JTC
3TH2
3TH3
3TH4
4IBL
4NZQ
4O03
4YLQ
4ZMA
5EDK
5EDM
5JYQ
5TBG
5TBQ
5TBR
6BJR
6C2W
6R2W
6VEQ
7SMU
