PDB_ID
4DR1
4DR2
4DR3
4DR4
4DR5
4DR6
4DR7
4DUY
4DUZ
4DV0
4DV1
4DV2
4DV3
4DV4
4DV5
4DV6
4DV7
4JI0
4JI1
4JI4
4JI5
4JI6
4KVB
4LF4
4LF5
4LF6
4LF7
4LF8
4LF9
4LFA
4LFB
4LFC
4NXM
4NXN
4X62
4X64
4X65
4X66
4Y4O
4Y4P
4Z3S
4ZER
5BR8
5CZP
5DFE
5DOX
5DOY
5F8K
5FDU
5FDV
5J30
5J3C
5J4B
5J4C
5J4D
5MDV
5MDW
5MDY
5MDZ
5UQ7
5UQ8
5V8I
5VP2
5W4K
5WIS
5WIT
5WNP
5WNQ
5WNR
5WNS
5WNT
5WNU
5WNV
6B4V
6BOH
6BOK
6C4I
6CAE
6CAO
6CAP
6CAQ
6CAR
6CAS
6CFJ
6CFK
6CFL
6CZR
6FKR
6HRM
6N9E
6N9F
6ND5
6ND6
6NDK
6O97
6OF1
6OM6
6ORD
6ORE
6ORL
6OSK
6OSQ
6OST
6Q97
6Q98
6Q9A
6QNQ
6QNR
6UCQ
6UO1
6VZ3
6XHV
6XHW
6XHX
6XHY
6XQD
6XQE
7ABZ
7AC7
7ACJ
7ACR
7AZO
7AZS
7DUG
7DUH
7DUI
7DUJ
7DUK
7DUL
7JQL
7JQM
7M5D
7MD7
7NWT
7NWW
7OIF
7OIG
7OII
7OT5
7RQ8
7RQ9
7RQA
7RQB
7RQC
7RQD
7RQE
7SA4
7U2H
7U2I
7U2J
8CVJ
8CVK
8CVL
8EKB
8EV6
8EV7
8FC1
8FC2
8FC3
8FC4
8FC5
8FC6
8G29
8G2A
8G2B
8G2C
8G2D
8T8B
8T8C
8UD6
8UD7
8UD8
