PDB_ID
1IVV
1RNR
2VH3
2ZWE
2ZWF
2ZWG
4EIS
5XDH
5Z0F
5Z0G
5Z0H
5Z0I
5Z0J
5Z0K
5Z0L
5Z0M
6EBP
6EBZ
6GP2
6JU4
6JU5
8BT3
8BT4
