PDB_ID
1U2R
1ZM2
1ZM3
1ZM4
1ZM9
2P8X
2P8Y
2P8Z
2ZIT
3B78
3B82
3B8H
5JUO
5JUP
5JUS
5JUT
5JUU
6GQ1
6GQB
6GQV
6GZ3
6GZ4
6GZ5
6MTD
6MTE
7LS1
7LS2
7OLD
7OSM
7OYD
8CDR
8CEH
8CF5
8CG8
8CIV
8CKU
8CMJ
8EUB
8EVQ
8EVR
8EVS
8EWB
